PubmedArticleSet,PubmedArticle,MedlineCitation,PMID,DateRevised,Year,Month,Day,Article,Journal,ISSN,JournalIssue,PubDate,Title,ISOAbbreviation,ArticleTitle,ELocationID,Abstract,AbstractText,AuthorList,Author,LastName,ForeName,Initials,AffiliationInfo,Affiliation,Language,PublicationTypeList,PublicationType,ArticleDate,MedlineJournalInfo,Country,MedlineTA,NlmUniqueID,ISSNLinking,PubmedData,History,PubMedPubDate,Hour,Minute,PublicationStatus,ArticleIdList,ArticleId
,,,29485213,,2018,2,28,,,1098-240X,,,Research in nursing & health,Res Nurs Health,b'Trends in bullying victimization by gender among U.S. high school students.',10.1002/nur.21868,,"b'This research used four consecutive waves of data from the National Youth Risk Behavior Survey (YRBS) conducted by the Centers for Disease Control (CDC), to estimate linear time trends by gender in the prevalence of school and electronic bullying victimization among U.S. high school students (N=61,042). Dependent variables were student self-reported school bullying victimization and electronic bullying victimization during the previous 12 months. Independent variables used to estimate multiple logistic regression models by gender were survey year, race/ethnicity, and grade level. Results showed the prevalence of school bullying increased significantly among females from 2009 (21.2%) to 2015 (24.8%), linear trend OR=1.08 [1.04, 1.12]; and decreased significantly among males from 2009 (18.7%) to 2015 (15.8%), linear trend OR=0.93 [0.89, 0.98]. Prevalence of electronic bullying was unchanged between 2011 to 2015 among both male and female students. Asian race, relative to White race, was associated with significantly lower rates of both school and electronic bullying victimization among females, but not males. The incidence of school and electronic bullying victimization was significantly lower among Black and Hispanic students, but not among multiple-race students, regardless of student gender. Healthy People 2020 set a goal to reduce school bullying victimization 10% by 2019. As of 2015, school bullying victimization decreased significantly among males (16% decrease); it significantly increased among females (17% increase). Future research should explore underlying factors related to these divergent trends, and develop effective strategies to reverse the alarming rise in female school bullying victimization.'",,,Pontes,Manuel C F,MCF,,"William G. Rohrer College of Business, Rowan University, Glassboro, New Jersey.",eng,,Journal Article,,,United States,Res Nurs Health,7806136,0160-6891,,,,6,0,ppublish,,10.1002/nur.21868
,,,19210004,,2018,2,24,,,1573-3327,,,Child psychiatry and human development,Child Psychiatry Hum Dev,"b'Mechanisms Through Which Supportive Relationships with Parents and Peers Mitigate Victimization, Depression and Internalizing Problems in Children Bullied by Peers.'",10.1007/s10578-018-0793-9,,"b""This study investigated how supportive relationships with peers and parents protect children against ongoing victimization, internalizing problems and depression. The longitudinal data set tracked progress of 111 children recruited for the trial of Resilience Triple P, and previously bullied by peers. Informants included children, parents and teachers. Higher levels of facilitative parenting (warm parenting that supports peer relationships) and peer acceptance predicted lower later levels of both depression and victimization over time. Higher levels of child friendedness predicted lower levels of child reports of internalizing problems. Children's friendships, acceptance by same sex peers and facilitative parenting all played moderating roles in protecting againstongoing victimization and internalizing problems. Peer acceptance mediated the relationships between facilitative parenting and victimization. Facilitative parenting mediated the relationship between peer acceptance and depression. It was concluded that supportive relationships with parents and peers play important and complementary roles in protecting children against ongoing victimization and depression.""",,,Sanders,M R,MR,,"Parenting and Family Support Centre, School of Psychology, The University of Queensland, Brisbane, QLD, 4072, Australia.",eng,,"Research Support, Non-U.S. Gov't",,,United States,Child Psychiatry Hum Dev,1275332,0009-398X,,,,6,0,ppublish,,10.1007/s10578-018-0793-9
,,,24007839,,2018,2,7,,,2167-8359,,,PeerJ,PeerJ,b'The association between chronic bullying victimization with weight status and body self-image: a cross-national study in 39 countries.',10.7717/peerj.4330,,b'Both perceived weight and self-rated overweight are associated with chronic bullying victimization. Both overweight and underweight children are at risk of being chronically bullied.',,,Zheng,Dongpeng,D,,"Huajing Community Health Service Center, Shanghai, China.",eng,,Journal Article,,,United States,PeerJ,101603425,2167-8359,,,,6,1,epublish,,PMC5794335
,,,29352621,,2018,1,21,,,0929-6646,,,Journal of the Formosan Medical Association = Taiwan yi zhi,J. Formos. Med. Assoc.,b'Associations between callous-unemotional traits and various types of involvement in school bullying among adolescents in Taiwan.',10.1016/j.jfma.2018.01.003,,"b'The role played by CU traits should, therefore, be examined when developing programs to detect and prevent school bullying.'",,,Yen,Cheng-Fang,CF,,"Department of Psychiatry, Kaohsiung Medical University Hospital, Kaohsiung, Taiwan; Department of Psychiatry, School of Medicine and Graduate Institute of Medicine, College of Medicine, Kaohsiung Medical University, Kaohsiung, Taiwan. Electronic address: p03132006@gmail.com.",eng,,Journal Article,,,Singapore,J Formos Med Assoc,9214933,0929-6646,,,,6,0,aheadofprint,,10.1016/j.jfma.2018.01.003
,,,9403370,,2018,2,22,,,1932-6203,,,PloS one,PLoS ONE,b'Effects of theory of mind performance training on reducing bullying involvement in children and adolescents with high-functioning autism spectrum disorder.',10.1371/journal.pone.0191271,,"b'Bullying involvement is prevalent among children and adolescents with autism spectrum disorder (ASD). This study examined the effects of theory of mind performance training (ToMPT) on reducing bullying involvement in children and adolescents with high-functioning ASD. Children and adolescents with high-functioning ASD completed ToMPT (n = 26) and social skills training (SST; n = 23) programs. Participants in both groups and their mothers rated the pretraining and posttraining bullying involvement of participants on the Chinese version of the School Bullying Experience Questionnaire. The paired t test was used to evaluate changes in bullying victimization and perpetration between the pretraining and posttraining assessments. Furthermore, the linear mixed-effect model was used to examine the difference in the training effect between the ToMPT and SST groups. The paired t test indicated that in the ToMPT group, the severities of both self-reported (p = .039) and mother-reported (p = .003) bullying victimization significantly decreased from the pretraining to posttraining assessments, whereas in the SST group, only self-reported bullying victimization significantly decreased (p = .027). The linear mixed-effect model indicated that compared with the SST program, the ToMPT program significantly reduced the severity of mother-reported bullying victimization (p = .041). The present study supports the effects of ToMPT on reducing mother-reported bullying victimization in children and adolescents with high-functioning ASD.'",,,Yen,Cheng-Fang,CF,,"Department of Psychiatry, School of Medicine and Graduate Institute of Medicine, College of Medicine, Kaohsiung Medical University, Kaohsiung, Taiwan.",eng,,"Research Support, Non-U.S. Gov't",,,United States,PLoS One,101285081,1932-6203,,,,6,0,epublish,,PMC5771589
,,,19636740,,2018,1,13,,,2329-0382,,,Psychology of sexual orientation and gender diversity,Psychol Sex Orientat Gend Divers,"b'Sexual Orientation Trends and Disparities in School Bullying and Violence-Related Experiences, 1999-2013.'",10.1037/sgd0000188,,"b'Numerous recent studies have demonstrated that schools are often unsafe for lesbian, gay, and bisexual (LGB) adolescents, who are more likely than heterosexual peers to be bullied, harassed, or victimized in school contexts. Virtually all of these studies call for change, yet none investigate whether or not it has occurred. Using repeated waves of a population-based high school survey, we examine (1) the extent to which sexual orientation differences in school bullying and violence-related experiences are reported by lesbian/gay, bisexual, and heterosexual male and female adolescents; (2) trends in school bullying and violence-related experiences for each gender/orientation group, and (3) whether disparities have changed over time. Data were drawn from eight Massachusetts biennial Youth Risk Behavior Surveys from 1999 to 2013, grouped into 4 waves totaling 24,845 self-identified heterosexual, 270 lesbian/gay, and 857 bisexual youth. Disparities between LGB and heterosexual peers were found in all indicators. Heterosexual youth and gay males saw significant reductions in every outcome between the first and last waves. Among bisexual males, skipping school due to feeling unsafe, carrying weapons in school, and being bullied all decreased, but among lesbians and bisexual females only fighting in school declined significantly. Improvement trends in school safety were more consistent for heterosexual youth and gay males than for bisexual or lesbian females. Notably, despite these improvements, almost no reduction was seen in sexual orientation disparities. Future research should identify influences leading to reduced school victimization, especially focusing on ways of eliminating persistent sexual orientation disparities. Future research should identify influences leading to reduced school victimization, especially focusing on ways of eliminating persistent sexual orientation disparities.'",,,Saewyc,Elizabeth,E,,University of British Columbia.,eng,,Journal Article,,,United States,Psychol Sex Orientat Gend Divers,101634947,2329-0382,,,,6,1,ppublish,,CAMS6912
,,,29295016,,2018,1,4,,,1552-6518,,,Journal of interpersonal violence,J Interpers Violence,b'Cyberbullying Among Adolescents: The Influence of Different Modes of Inquiry.',10.1177/0886260517744182,,"b'The use of different modes of inquiry about interpersonal violence experiences may result in different frequency estimates. Thus, we measured the frequency and identified the factors associated with cyberbullying among urban school-going adolescents using different tools. Participants were enrolled at the four largest public schools in Porto for seventh- to 12th-grade students and were evaluated during the 2014-2015 academic year. We studied 2,624 adolescents (1,186 males and 1,438 females), 60% of all eligible students. Information under anonymity was collected at the school premises, using a self-administered questionnaire that comprised information on sociodemographic characteristics, school life, emotional well-being, the Internet use monitoring and cyberbullying experiences. Cyberbullying was assessed with two general questions (""Have you ever been a victim of cyberbullying?"" and ""In the last 12 months, have you been a victim of cyberbullying?) and using the Cyberbullying and Online Aggression Survey from the Centers for Disease Control and Prevention (CDC) that covers the last 30 days experience. The lifetime prevalence of cybervictimization was 7.6% and for the last 12 months 3.9%, similar in boys and girls, while the prevalence in the last 30 days was 38.2%, significantly higher in girls (43.1% vs. 33.3%). A statistically significant association of cybervictimization with negative emotional well-being and school bullying victimization experience was identified regardless of timing and the mode of ascertaining cyberbullying. Different measurement instruments resulted in different estimates of the prevalence of cyberbullying. Regardless of the instrument used, a strong association of cyberbullying involvement with negative emotional well-being in adolescents was observed.'",,,Barros,Henrique,H,,"1 University of Porto, Portugal.",eng,,Journal Article,,,United States,J Interpers Violence,8700910,0886-2605,,,,6,0,aheadofprint,,10.1177/0886260517744182
,,,29294852,,2018,1,4,,,1552-6518,,,Journal of interpersonal violence,J Interpers Violence,b'The Role of the Perceptions of School Climate and Teacher Victimization by Students.',10.1177/0886260517721898,,"b'Violence directed toward teachers in schools is relatively understudied in comparison with other school-based forms of peer aggression (e.g., school bullying). Based on the nationally representative Schools and Staffing Survey (SASS) 2011-2012, approximately 10% of K-12 public school teachers in the United States, received a threat in the past 12 months and 6% reported being physically attacked. The effects of teacher-directed violence are far reaching and affect not just the victimized teacher, but the larger community itself. In the current study, we used multilevel logistic regression models with state fixed effects to analyze the SASS data set. The analytic sample consisted of 24,070 K-12 teachers in 4,610 public schools and specifically excluded special education teachers and teachers in alternative settings (i.e., online schools, special education centers, juvenile correction facilities). Guided by authoritative school climate theory, we tested for the beneficial associations of disciplinary structure and administrative support with the reduced likelihood of a teacher being threatened or physically attacked by a student, while controlling for teacher (e.g., gender, years of experience, race/ethnicity), school (e.g., school size, percent minority enrollment), and state-level factors. Results indicated that teachers who felt supported by the administration and worked with others (i.e., the principal and other teachers) who enforced the rules consistently were less likely to be victims of threats of injury or physical attacks. Although school climate has been shown to have a positive effect on student outcomes, the current study also suggests that school climate, characterized by consistent rule enforcement and supportive administrators and teachers, may play a role in reducing the likelihood of teacher victimization.'",,,Camp,Emily,E,,"1 University of Missouri, Columbia, USA.",eng,,Journal Article,,,United States,J Interpers Violence,8700910,0886-2605,,,,6,0,aheadofprint,,10.1177/0886260517721898
,,,27467181,,2018,8,14,,,2044-6055,,,BMJ open,BMJ Open,b'Is sexual minority status associated with poor sleep quality among adolescents? Analysis of a national cross-sectional survey in Chinese adolescents.',10.1136/bmjopen-2017-017067,,"b'Our study suggested that poor sleep quality was common in sexual minority adolescents, and more attention should be paid to sleep problems in this population. Conducting interventions to reduce school bullying behaviours is an important step to improving sleep quality in sexual minority adolescents. Further, studies are warranted that focus on the risk factors and mechanisms of and interventions for sleep problems in sexual minority adolescents.'",,,Lu,Ciyong,C,,"Guangdong Provincial Key Laboratory of Food, Nutrition and Health, Sun Yat-sen University, Guangzhou, China.",eng,,"Research Support, Non-U.S. Gov't",,,England,BMJ Open,101552874,2044-6055,,,,6,0,epublish,,PMC5770949
,,,24512111,,2018,5,25,,,1660-4601,,,International journal of environmental research and public health,Int J Environ Res Public Health,"b'Teacher Rated School Ethos and Student Reported Bullying-A Multilevel Study of Upper Secondary Schools in Stockholm, Sweden.'",10.3390/ijerph14121565,,"b""School ethos refers to the school leadership's purposive efforts to shape and direct the attitudes, values and behaviors needed in order to promote an active learning environment and to prevent the emergence of undesirable behaviors by creating shared meaning and common goals for the school. The aim of this study was to examine how teacher rated aspects of school ethos are linked with manifestations of bullying among 11th grade students. Five teacher-rated sub-dimensions of school ethos (staff stability, teacher morale, structure-order, student focus, and academic atmosphere) were examined in relation to student-reported perpetration of and exposure to traditional school bullying and cyberbullying. The data material combines student and teacher information from two separate data collections performed in 2016, comprising teachers and students in 58 upper secondary schools in Stockholm. Analyses showed that bullying was associated with all but one of the five sub-dimensions of school ethos, namely structure and order for dealing with bullying behaviors at the school. Results are discussed in light of this counter-intuitive finding. Our findings nevertheless lend support to the idea that the social organization of schools, as reflected in their teacher-rated ethos, can affect individual students' attitudes in a way that prevents the emergence of bullying behavior among students.""",,,Östberg,Viveca,V,,"Centre for Health Equity Studies (CHESS), Stockholm University/Karolinska Institutet, SE-10691 Stockholm, Sweden. viveca.ostberg@chess.su.se.",eng,,"Research Support, Non-U.S. Gov't",,,Switzerland,Int J Environ Res Public Health,101238455,1660-4601,,,,6,0,epublish,,PMC5750983
,,,29222968,,2017,12,10,,,1095-9254,,,Journal of adolescence,J Adolesc,b'Student-teacher relationships and bullying: The role of student social status.',10.1016/j.adolescence.2017.12.001,,"b""Student-teacher relationships have been shown to influence bullying-related behaviors in students. This study considered the moderating role of students' social statuses in the classroom. The study sample included 435 students (48.7% females) taken from 18 Italian middle-school classrooms (i.e., sixth to eighth grade). A multigroup path analysis approach was employed to examine whether the effects of the student-teacher relationships on bullying-related behaviors differed among social statuses. The results showed that perceived conflict with the teacher was shown to have a significant positive effect on students' engagement in active bullying for students from all the statuses, except for neglected students. In particular, this effect was more relevant for rejected students. The results showed that social status and student-teacher relationships integrate and shed light on which roles are taken by young adolescents in school bullying, highlighting that it is important for the teachers to recognize these students.""",,,Settanni,M,M,,"Department of Psychology, University of Turin, Italy.",eng,,Journal Article,,,England,J Adolesc,7808986,0140-1971,,,,6,0,ppublish,,10.1016/j.adolescence.2017.12.001
,,,29168966,,2017,11,24,,,2191-0278,,,International journal of adolescent medicine and health,Int J Adolesc Med Health,b'Increased risk of sadness and suicidality among victims of bullying experiencing additional threats to physical safety.',/j/ijamh.ahead-of-print/ijamh-2017-0109/ijamh-2017-0109.xml,,"b""Objective To examine, in a nationally-representative sample of high school students, to what extent one or more additional threats to physical safety exacerbates the risk of sadness and suicidality among victims of school and/or cyber-bullying. Methods National data from the 2015 Youth Risk Behavior Survey (YRBS) were analyzed for grades 9-12 (n = 15,624). Victimization groups were characterized by school-bullying and cyber-bullying, with and without additional threats to physical safety: fighting at school, being threatened/injured at school, and skipping school out of fear for one's safety. Outcomes included 2-week sadness and suicidality. Outcomes for victimization groups were compared to non-victims using logistic regression adjusting for sex, grade and race/ethnicity. Results Overall, 20.2% of students were school-bullied, and 15.5% were cyber-bullied in the past year. Compared to non-victims, victims of school-bullying and victims of cyber-bullying (VoCBs) who did not experience additional threats to physical safety were 2.76 and 3.83 times more likely to report 2-week sadness, and 3.39 and 3.27 times more likely to exhibit suicidality, respectively. Conversely, victims of bullying who experienced one or more additional threats to physical safety were successively more likely to report these adverse outcomes. Notably, victims of school-bullying and VoCBs with all three additional risk factors were 13.13 and 17.75 times more likely to exhibit suicidality, respectively. Conclusion Risk of depression symptoms and suicidality among victims of school-bullying and/or cyber-bullying is greatly increased among those who have experienced additional threats to physical safety: fighting at school, being threatened/injured at school and skipping school out of fear for their safety.""",,,Adesman,Andrew,A,,.,eng,,Journal Article,,,Germany,Int J Adolesc Med Health,8506960,0334-0139,,,,6,0,aheadofprint,,/j/ijamh.ahead-of-print/ijamh-2017-0109/ijamh-2017-0109.xml
,,,28992754,,2017,10,11,,,1546-8364,,,The Journal of school nursing : the official publication of the National Association of School Nurses,J Sch Nurs,b'Suicidal Ideation and Related Factors Among Korean High School Students: A Focus on Cyber Addiction and School Bullying.',10.1177/1059840517734290,,"b'The purpose of the study was to explore the association among suicidal ideation, cyber addiction, and school bullying of Korean high school students. This descriptive cross-sectional study included 416 students. The data were collected using structured questionnaires on suicidal ideation, Internet and smartphone addiction, experiences of school bullying, impulsiveness, and depression. Students who were bullied (odds ratio [ OR] = 3.0, 95% CI [1.1, 8.4]) and more depressed ( OR = 10.8, 95% CI [2.4, 48.2]) were more likely to have higher scores for suicidal ideation; however, when a lower stringency was used, female gender ( OR = 2.3, 95% CI [1.3, 4.0]) and addiction to smartphones ( OR = 2.4, 95% CI [1.1, 5.4]) were also statistically significant contributors to the presence of suicidal ideation. Students with suicidal ideation that is higher than average, but lower than the classical thresholds for risk group designation, should also be carefully assessed for early detection and intervention. Cyber addiction may be a particularly significant contributor to suicidal ideation, in addition to bullying and depressive mood, among Korean adolescents.'",,,Potenza,Marc N,MN,,"6 The Connecticut Mental Health Center, New Haven, CT, USA.",eng,,Journal Article,,,United States,J Sch Nurs,9206498,1059-8405,,,,6,0,ppublish,,10.1177/1059840517734290
,,,17707299,,2018,3,22,,,1660-4601,,,International journal of environmental research and public health,Int J Environ Res Public Health,b'School Bullying in Urban China: Prevalence and Correlation with School Climate.',10.3390/ijerph14101116,,"b'School violence and bullying in China is under investigated, though it has become a national concern recently. Using updated national representative survey data collected in 2016 from seven provinces across China, covering students from all pre-college school types (primary, middle, high and vocational schools), this paper analyzes the prevalence of school bullying and the correlation with several school attributes. The incidences of reported bullying, bullying others and witnessing bullying are 26.10%, 9.03% and 28.90%, respectively. Primary school students are more likely to be involved in bullying behaviors. Students from elite schools (leading schools) are also more likely to be involved. Relation with teachers, relation with peers and perceived academic achievement are protective factors. Being a boy is the only significant predictor of school bullying among the family and demographic characteristics used. The results highlight the importance of school climate on preventing school violence and bullying, and a whole-school intervention approach is needed for future intervention.'",,,Zhang,Haibo,H,,"School of Government, Nanjing University, Nanjing 210008, China. zhb@nju.edu.cn.",eng,,"Research Support, Non-U.S. Gov't",,,Switzerland,Int J Environ Res Public Health,101238455,1660-4601,,,,6,0,epublish,,PMC5664617
,,,23627948,,2017,9,23,,,1573-3432,,,Journal of autism and developmental disorders,J Autism Dev Disord,b'Autism Spectrum Disorder and School Bullying: Who is the Victim? Who is the Perpetrator?',10.1007/s10803-017-3285-z,,"b'While a growing number of studies indicate associations between experiences of bullying and autism spectrum disorder (ASD), it is not clear what roles comorbid behavioral problems may play. We investigated the experiences of children with ASD as victims and/or perpetrators of bullying. Children with ASD epidemiologically ascertained participated in a cross-sectional study. Although children with ASD showed significantly increased risk for bullying involvement compared to community children, after controlling for comorbid psychopathology and other demographic factors, increased risks for being perpetrators or victim-perpetrators disappeared while risk for being bullied/teased continued to be significantly elevated. This finding will help guide medical, educational and community personnel to effectively identify children with ASD at risk for school bullying and develop interventions.'",,,Leventhal,Bennett L,BL,,"Department of Psychiatry, Yonsei University College of Medicine, Seoul, South Korea.",eng,,Journal Article,,,United States,J Autism Dev Disord,7904301,0162-3257,,,,6,0,ppublish,,NIHMS907891
,,,28935385,,2017,9,23,,,1879-1972,,,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,J Adolesc Health,b'Digital Self-Harm Among Adolescents.',10.1016/j.jadohealth.2017.06.012,,"b'Digital self-harm is a new problem that demands additional scholarly attention. A deeper inquiry as to the motivations behind this behavior, and how it correlates to offline self-harm and suicidal ideation, can help direct mental health professionals toward informed prevention approaches.'",,,Hinduja,Sameer,S,,"Florida Atlantic University, Jupiter, Florida.",eng,,Journal Article,,,United States,J Adolesc Health,9102136,1054-139X,,,,6,0,ppublish,,10.1016/j.jadohealth.2017.06.012
,,,28898705,,2017,9,13,,,1873-3379,,,Research in developmental disabilities,Res Dev Disabil,"b'Relationships of bullying involvement with intelligence, attention, and executive function in children and adolescents with attention-deficit/hyperactivity disorder.'",10.1016/j.ridd.2017.08.004,,"b'This study investigated the relationship of bullying victimization and perpetration with the levels of intelligence, attention, and executive function in children who had received a diagnosis of attention-deficit/hyperactivity disorder (ADHD). The experiences of bullying involvement in 105 children with ADHD were assessed using the Chinese version of the School Bullying Experience Questionnaire. Their scores for four intelligence indexes on the Wechsler Intelligence Scale for Children 4th Edition-Chinese version were determined. Their levels of attention and executive function were assessed using the Comprehensive Nonverbal Attention Test Battery. The results of logistic regression analyses indicated that a high Perceptual Reasoning Index was significantly associated with a decreased risk of being victims of bullying. A high level of executive function was significantly associated with a decreased risk of being victims and perpetrators of bullying. Bullying victimization and perpetration in children with ADHD having a low PRI and low executive function should be routinely surveyed.'",,,Yen,Cheng-Fang,CF,,"Department of Psychiatry, Kaohsiung Medical University Hospital, Kaohsiung, Taiwan; Department of Psychiatry, School of Medicine, and Graduate Institute of Medicine, College of Medicine, Kaohsiung Medical University, Kaohsiung, Taiwan. Electronic address: chfaye@cc.kmu.edu.tw.",eng,,Journal Article,,,United States,Res Dev Disabil,8709782,0891-4222,,,,6,0,ppublish,,10.1016/j.ridd.2017.08.004
,,,8464217,,2017,8,11,,,1536-5964,,,Medicine,Medicine (Baltimore),b'Factors associated with bystander behaviors of Korean youth in school bullying situations: A cross-sectional study.',10.1097/MD.0000000000007757,,"b""The behaviors of bystanders can have important effects on their peers. The aim of this study was to identify psychosocial and contextual factors associated with 3 types of bystander behavior (bully followers, outsiders, and defenders of victims) among Korean youth. A descriptive and cross-sectional study was conducted among 416 7th and 8th-grade students from 1 middle school in Korea. The Rosenberg Self Esteem Scale, the Korean version of the Social Problem-Solving Inventory, and measurements of relationships with friends and teachers, empathy, concerns about being bullied, attitudes toward bullying, and bystander behaviors were all used in the assessment. Empathy, relationship of teachers, attitudes toward bullying, and concerns about being bullied were significantly associated with all 3 types of bystanders' behaviors. Although, self-esteem, social problem solving ability were significantly associated with just defender of victim behaviors. These results suggest that several significant factors to cultivate constructive bystander behaviors should be considered to develop effective antibullying intervention.""",,,Kim,Dong Hee,DH,,"College of Nursing, Sungshin University, Dobong-ro, Kangbuk-gu, Seoul, Korea.",eng,,Journal Article,,,United States,Medicine (Baltimore),2985248R,0025-7974,,,,6,0,ppublish,,PMC5556233
,,,3397865,,2018,1,4,,,1660-4601,,,International journal of environmental research and public health,Int J Environ Res Public Health,b'Bullying Behaviors among Macanese Adolescents-Association with Psychosocial Variables.',10.3390/ijerph14080887,,"b'Bullying is a widespread public health problem among school students. Using a large sample of Macanese school adolescents, the present study examines psychosocial conditions and demographic characteristics in discriminating the following four subgroups of students: victims; bullies; bully-victims; and a comparison group of adolescents. Participants included 2288 adolescents from 13 primary and secondary schools in Macau whose ages ranged from 10 to 20 years. Statistical results revealed significant differences among the groups and indicated that adolescents who are involved in school bullying experience worse psychosocial adjustment. Specifically, among the four subgroups of students, bully-victims reported the strongest feelings of anxiety, depression, and negative affectivity, and expressed the lowest satisfaction with life. Compared with students who were not involved in bullying and victimization, bullies experienced more anxiety and depression and victims had lower levels of satisfaction with life. In addition, boys were more likely to engage in bullying behaviors and younger students had a greater probability of being victimized by their peers at school. Implications for future research and practice on bullying perpetration and the prevention of peer victimization are discussed.'",,,Liu,Liu,L,,"School of Social and behavioral Sciences, Nanjing University, Nanjing 210023, China. liuliu@nju.edu.cn.",eng,,"Research Support, Non-U.S. Gov't",,,Switzerland,Int J Environ Res Public Health,101238455,1660-4601,,,,6,0,epublish,,PMC5580591
,,,28758217,,2017,8,1,,,1098-2337,,,Aggressive behavior,Aggress Behav,"b""Being a good or a just teacher: Which experiences of teachers' behavior can be more predictive of school bullying?""",10.1002/ab.21721,,"b""In two cross-sectional questionnaire studies with N=2,931 German students, aged between 12 and 17 years (M=14.1, SD=0.5), we investigated the relation between students' bullying behavior and their personal belief in a just world (BJW). We considered students' personal experience of teacher justice as a possible mediator in this relation and investigated whether the students' experiences of their teachers' classroom management explained bullying behavior in addition to personal BJW and teacher justice, while statistically controlling for sex and school type. In both studies, multilevel modeling results showed that the more students endorsed personal BJW and the more they evaluated their teachers' behavior toward them personally as being just, the less likely they were to report that they bullied others. The students' personal experience of teacher justice mediated the association of personal BJW with bullying. Furthermore, the students' personal experience of classroom management significantly predicted bullying in addition to personal BJW and teacher justice. The observed relations were mainly significant at the individual level. The pattern of results persisted when we controlled for school type and when we considered student sex as a moderator. We discussed the adaptive functions of BJW and implications for future school research and practice.""",,,Dalbert,Claudia,C,,"Department of Educational Psychology, Martin Luther University of Halle-Wittenberg, Halle/Saale, Germany.",eng,,Journal Article,,,United States,Aggress Behav,7502265,0096-140X,,,,6,0,ppublish,,10.1002/ab.21721
,,,28731856,,2017,7,22,,,2191-0278,,,International journal of adolescent medicine and health,Int J Adolesc Med Health,"b'Bullying, its effects on attitude towards class attendance and the contribution of physical and dentofacial features among adolescents in Northern Nigeria.'",/j/ijamh.ahead-of-print/ijamh-2016-0149/ijamh-2016-0149.xml,,"b""Background Bullying is a worldwide problem with varying consequences. Victims of school bullying may be targeted for many reasons including their appearance. They may also fear school and have difficulties in concentration. Objective This study aimed to determine the prevalence of bullying amongst adolescents in Kano, Northern Nigeria, the contribution of physical features and the perceived effect of bullying on their academic performance and school attendance. Subjects and methods Eight hundred and thirty-five students aged between 12 years and 17 years from eight randomly selected secondary schools in Kano, Nigeria took part in this study. Data collection was by self-administered questionnaires and analysis was by SPSS version 17. Results The pupils' mean age and standard deviation was 14.79 + 1.53 years. There were more male and private school pupils with 55.1% and 62%, respectively. About 43% of respondents reported being victims of bullying while about 32% had bullied someone else. There was more bullying in public schools than in private schools (p-value = 0.003). However, there was no significant gender difference (p > 0.05). More bullied pupils hated being in or outside the classroom (p < 0.05). Similarly, significantly higher number of bullied pupils played truant than non-bullied (p < 0.001). One-fifth of the victims of bullying felt it had consequences on their academic performance. Bullies frequently targeted general physical and dento-facial appearance. Conclusion The prevalence of bullying was high among the sampled population especially within public schools. This also had a significant negative effect on the students' academic performance.""",,,Balarabe,Sani,S,,.,eng,,Journal Article,,,Germany,Int J Adolesc Med Health,8506960,0334-0139,,,,6,0,aheadofprint,,/j/ijamh.ahead-of-print/ijamh-2016-0149/ijamh-2016-0149.xml
,,,28724015,,2018,4,26,,,1678-4561,,,Ciencia & saude coletiva,Cien Saude Colet,b'Anti-bullying interventions in schools: a systematic literature review.',10.1590/1413-81232017227.16242015,,"b'This paper presents a systematic literature review addressing rigorously planned and assessed interventions intended to reduce school bullying. The search for papers was performed in four databases (Lilacs, Psycinfo, Scielo and Web of Science) and guided by the question: What are the interventions used to reduce bullying in schools? Only case-control studies specifically focusing on school bullying without a time frame were included. The methodological quality of investigations was assessed using the SIGN checklist. A total of 18 papers composed the corpus of analysis and all were considered to have high methodological quality. The interventions conducted in the revised studies were divided into four categories: multi-component or whole-school, social skills training, curricular, and computerized. The review synthesizes knowledge that can be used to contemplate practices and intervention programs in the education and health fields with a multidisciplinary nature.'",,,Silva,Marta Angélica Iossi,MAI,,"Departamento de Enfermagem Materno Infantil e Saúde Pública, Escola de Enfermagem de Ribeirão Preto, USP. Av. Bandeirantes 3900, Monte Alegre. 14040-902 Ribeirão Preto SP Brasil. jorgelsilva@usp.br.",eng,,Review,,,Brazil,Cien Saude Colet,9713483,1413-8123,,,,6,0,ppublish,,10.1590/1413-81232017227.16242015
,,,28723310,,2017,7,21,,,1937-190X,,,Social work in public health,Soc Work Public Health,b'Sense of Belonging and Youth Suicidal Behaviors: What Do Communities and Schools Have to Do with It?',10.1080/19371918.2017.1344602,,"b""Situating Thomas Joiner's concept of belonging within an ecological perspective, this study examined the associations between school and community belonging and suicidal ideation and attempts among high school students. The study used data from the 2013 Texas Youth Risk Behavior Survey (N=2,560). Results demonstrated that community belonging reduced the odds of youth suicidal behaviors. School bullying, feeling unsafe at school, and being threatened or injured at a school increased the odds of suicidal behaviors. Findings suggest that fostering safe and inclusive environments and strengthening youth's experiences of school and community belonging may reduce suicidal behaviors in high school youth.""",,,Gulbas,Lauren E,LE,,"a School of Social Work , The University of Texas at Austin , Austin , Texas , USA.",eng,,Journal Article,,,United States,Soc Work Public Health,101308228,1937-190X,,,,6,0,ppublish,,10.1080/19371918.2017.1344602
